"","PROBEID","SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"1827","1450779_at","Fabp7","12140","ENSMUSG00000019874","fatty acid binding protein 7, brain"
"1828","1416809_at","Cyp3a11","13112","ENSMUSG00000056035","cytochrome P450, family 3, subfamily a, polypeptide 11"
"1829","1426875_s_at","Srxn1","76650","ENSMUSG00000032802","sulfiredoxin 1 homolog (S. cerevisiae)"
"1830","1452176_at","Nup153","218210","ENSMUSG00000021374","nucleoporin 153"
"1831","1454074_a_at","Rsrc2","208606","ENSMUSG00000029422","arginine/serine-rich coiled-coil 2"
"1832","1455169_at","Rab11fip2","74998","ENSMUSG00000040022","RAB11 family interacting protein 2 (class I)"
"1833","1416593_at","Glrx","93692","ENSMUSG00000021591","glutaredoxin"
"1834","1419014_at","Rhag","19743","ENSMUSG00000023926","Rhesus blood group-associated A glycoprotein"
"1835","1419254_at","Mthfd2","17768","ENSMUSG00000005667","methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase"
"1836","1449530_at","Trps1","83925","ENSMUSG00000038679","transcriptional repressor GATA binding 1"
"1837","1417948_s_at","Ilf2","67781","ENSMUSG00000001016","interleukin enhancer binding factor 2"
"1838","1425615_a_at","Pck2","74551","ENSMUSG00000040618","phosphoenolpyruvate carboxykinase 2 (mitochondrial)"
"1839","1426827_at","Ythdc1","231386","ENSMUSG00000035851","YTH domain containing 1"
"1840","1430165_at","Stk17b","98267","ENSMUSG00000026094","serine/threonine kinase 17b (apoptosis-inducing)"
"1841","1434108_at","Fbxo11","225055","ENSMUSG00000005371","F-box protein 11"
"1842","1417898_a_at","Gzma","14938","ENSMUSG00000023132","granzyme A"
"1843","1449498_at","Marco","17167","ENSMUSG00000026390","macrophage receptor with collagenous structure"
"1844","1449456_a_at","Cma1","17228","ENSMUSG00000022225","chymase 1, mast cell"
"1845","1426900_at","Jmjd1c","108829","ENSMUSG00000037876","jumonji domain containing 1C"
"1846","1442018_at","Btg1","12226","ENSMUSG00000036478","BTG anti-proliferation factor 1"
"1847","1430523_s_at","Iglv1","16142","ENSMUSG00000076934","immunoglobulin lambda variable 1"
"1848","1423833_a_at","Mpc2","70456","ENSMUSG00000026568","mitochondrial pyruvate carrier 2"
"1849","1424278_a_at","Birc5","11799","ENSMUSG00000017716","baculoviral IAP repeat-containing 5"
"1850","1433656_a_at","Gnl3","30877","ENSMUSG00000042354","guanine nucleotide binding protein nucleolar 3"
"1851","1449368_at","Dcn","13179","ENSMUSG00000019929","decorin"
"1852","1416015_s_at","Abce1","24015","ENSMUSG00000058355","ATP-binding cassette, sub-family E member 1"
"1853","1424062_at","Ube2d1","216080","ENSMUSG00000019927","ubiquitin-conjugating enzyme E2D 1"
"1854","1429008_at","Ufl1","67490","ENSMUSG00000040359","UFM1 specific ligase 1"
"1855","1454811_a_at","Serinc1","56442","ENSMUSG00000019877","serine incorporator 1"
"1856","1435754_at","Zyg11b","414872","ENSMUSG00000034636","zyg-ll family member B, cell cycle regulator"
"1857","1424305_at","Jchain","16069","ENSMUSG00000067149","immunoglobulin joining chain"
"1858","1424250_a_at","Arhgef3","71704","ENSMUSG00000021895","Rho guanine nucleotide exchange factor 3"
"1859","1449434_at","Car3","12350","ENSMUSG00000027559","carbonic anhydrase 3"
"1860","1422486_a_at","Smad4","17128","ENSMUSG00000024515","SMAD family member 4"
"1861","1428691_at","Chd2","244059","ENSMUSG00000078671","chromodomain helicase DNA binding protein 2"
"1862","1432195_s_at","Ccnl2","56036","ENSMUSG00000029068","cyclin L2"
"1863","1427196_at","Wnk4","69847","ENSMUSG00000035112","WNK lysine deficient protein kinase 4"
"1864","1433784_at","Zfp871","208292","ENSMUSG00000024298","zinc finger protein 871"
"1865","1454193_at","5430401H09Rik","100504461","ENSMUSG00000112071","RIKEN cDNA 5430401H09 gene"
"1866","1453220_at","Nxpe2","78252","ENSMUSG00000032028","neurexophilin and PC-esterase domain family, member 2"
"1867","1450291_s_at","Ms4a4c","64380","ENSMUSG00000024675","membrane-spanning 4-domains, subfamily A, member 4C"
"1868","1433466_at","AI467606","101602","ENSMUSG00000045165","expressed sequence AI467606"
"1869","1423725_at","Pls3","102866","ENSMUSG00000016382","plastin 3 (T-isoform)"
"1870","1426278_at","Ifi27l2a","76933","ENSMUSG00000079017","interferon, alpha-inducible protein 27 like 2A"
"1871","1435529_at","Ifit1bl1","667373","ENSMUSG00000079339","interferon induced protein with tetratricpeptide repeats 1B like 1"
"1872","1435288_at","Coro1a","12721","ENSMUSG00000030707","coronin, actin binding protein 1A"
"1873","1451386_at","Blvrb","233016","ENSMUSG00000040466","biliverdin reductase B"
"1874","1439808_at","Ipcef1","320495","ENSMUSG00000064065","interaction protein for cytohesin exchange factors 1"
"1875","1426438_at","Ddx3y","26900","ENSMUSG00000069045","DEAD box helicase 3, Y-linked"
"1876","1418359_at","Mettl27","79565","ENSMUSG00000040557","methyltransferase like 27"
"1877","1452291_at","Arap2","212285","ENSMUSG00000037999","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
"1878","1422754_at","Tmod1","21916","ENSMUSG00000028328","tropomodulin 1"
"1879","1418021_at","C4b","12268","ENSMUSG00000073418","complement C4B (Chido blood group)"
"1880","1449832_at","1700091H14Rik","73553","ENSMUSG00000090462","RIKEN cDNA 1700091H14 gene"
"1881","1455518_at","Zdhhc18","503610","ENSMUSG00000037553","zinc finger, DHHC domain containing 18"
"1882","1417676_a_at","Ptpro","19277","ENSMUSG00000030223","protein tyrosine phosphatase receptor type O"
"1883","1428391_at","Rab3il1","74760","ENSMUSG00000024663","RAB3A interacting protein (rabin3)-like 1"
"1884","1415837_at","Klk1","16612","ENSMUSG00000063903","kallikrein 1"
"1885","1435679_at","Optn","71648","ENSMUSG00000026672","optineurin"
"1886","1443779_s_at","Lcor","212391","ENSMUSG00000025019","ligand dependent nuclear receptor corepressor"
"1887","1428239_at","Ankrd16","320816","ENSMUSG00000047909","ankyrin repeat domain 16"
"1888","1424973_at","Cyp3a25","56388","ENSMUSG00000029630","cytochrome P450, family 3, subfamily a, polypeptide 25"
"1889","1422812_at","Cxcr6","80901","ENSMUSG00000048521","C-X-C motif chemokine receptor 6"
"1890","1418126_at","Ccl5","20304","ENSMUSG00000035042","C-C motif chemokine ligand 5"
"1891","1418909_at","Ermap","27028","ENSMUSG00000028644","erythroblast membrane-associated protein"
"1892","1428281_at","Trub1","72133","ENSMUSG00000025086","TruB pseudouridine (psi) synthase family member 1"
"1893","1449824_at","Prg4","96875","ENSMUSG00000006014","proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)"
"1894","1451144_at","Brix1","67832","ENSMUSG00000022247","BRX1, biogenesis of ribosomes"
"1895","1424706_at","Zfp51","22709","ENSMUSG00000023892","zinc finger protein 51"
"1896","1450521_a_at","Trgc1","107573","ENSMUSG00000076749","T cell receptor gamma, constant 1"
"1897","1421186_at","Ccr2","12772","ENSMUSG00000049103","C-C motif chemokine receptor 2"
"1898","1431166_at","Chd1","12648","ENSMUSG00000023852","chromodomain helicase DNA binding protein 1"
"1899","1440208_at","Rac2","19354","ENSMUSG00000033220","Rac family small GTPase 2"
"1900","1427946_s_at","Dpyd","99586","ENSMUSG00000033308","dihydropyrimidine dehydrogenase"
"1901","1449414_at","Zfp53","24132","ENSMUSG00000057409","zinc finger protein 53"
"1902","1419549_at","Arg1","11846","ENSMUSG00000019987","arginase, liver"
"1903","1428332_at","Pik3ip1","216505","ENSMUSG00000034614","phosphoinositide-3-kinase interacting protein 1"
"1904","1448546_at","Rassf3","192678","ENSMUSG00000025795","Ras association (RalGDS/AF-6) domain family member 3"
"1905","1418243_at","Fcna","14133","ENSMUSG00000026938","ficolin A"
"1906","1437347_at","Ednrb","13618","ENSMUSG00000022122","endothelin receptor type B"
"1907","1453840_at","Pabpc1","18458","ENSMUSG00000022283","poly(A) binding protein, cytoplasmic 1"
"1908","1455913_x_at","Ttr","22139","ENSMUSG00000061808","transthyretin"
"1909","1437268_at","Lancl3","236285","ENSMUSG00000047344","LanC lantibiotic synthetase component C-like 3 (bacterial)"
"1910","1440165_at","Ptprc","19264","ENSMUSG00000026395","protein tyrosine phosphatase receptor type C"
"1911","1435945_a_at","Kcnn4","16534","ENSMUSG00000054342","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4"
"1912","1416913_at","Ces1c","13884","ENSMUSG00000057400","carboxylesterase 1C"
"1913","1420952_at","Son","20658","ENSMUSG00000022961","Son DNA binding protein"
"1914","1450986_at","Nop58","55989","ENSMUSG00000026020","NOP58 ribonucleoprotein"
"1915","1454469_at","5430434N17Rik","71341",NA,"RIKEN cDNA 5430434N17 gene"
"1916","1417135_at","Srpk2","20817","ENSMUSG00000062604","serine/arginine-rich protein specific kinase 2"
"1917","1435778_at","Ankrd11","77087","ENSMUSG00000035569","ankyrin repeat domain 11"
"1918","1423319_at","Hhex","15242","ENSMUSG00000024986","hematopoietically expressed homeobox"
"1919","1451254_at","Elp1","230233","ENSMUSG00000028431","elongator complex protein 1"
"1920","1449193_at","Cd5l","11801","ENSMUSG00000015854","CD5 antigen-like"
"1921","1420174_s_at","Tax1bp1","52440","ENSMUSG00000004535","Tax1 (human T cell leukemia virus type I) binding protein 1"
"1922","1417561_at","Apoc1","11812","ENSMUSG00000040564","apolipoprotein C-I"
"1923","1450699_at","Selenbp1","20341","ENSMUSG00000068874","selenium binding protein 1"
"1924","1418645_at","Hal","15109","ENSMUSG00000020017","histidine ammonia lyase"
"1925","1416683_at","Plxnb2","140570","ENSMUSG00000036606","plexin B2"
"1926","1417909_at","Serpinc1","11905","ENSMUSG00000026715","serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1"
"1927","1424050_s_at","Fgfr1","14182","ENSMUSG00000031565","fibroblast growth factor receptor 1"
"1928","1450788_at","Saa1","20208","ENSMUSG00000074115","serum amyloid A 1"
"1929","1434120_a_at","Metap2","56307","ENSMUSG00000036112","methionine aminopeptidase 2"
"1930","1455970_at","Pde5a","242202","ENSMUSG00000053965","phosphodiesterase 5A, cGMP-specific"
"1931","1417422_at","Gnmt","14711","ENSMUSG00000002769","glycine N-methyltransferase"
"1932","1439477_at","5430406J06Rik","73848",NA,"RIKEN cDNA 5430406J06 gene"
"1933","1451285_at","Fus","233908","ENSMUSG00000030795","fused in sarcoma"
"1934","1424649_a_at","Tspan8","216350","ENSMUSG00000034127","tetraspanin 8"
"1935","1451651_at","Vsig4","278180","ENSMUSG00000044206","V-set and immunoglobulin domain containing 4"
"1936","1422842_at","Xrn2","24128","ENSMUSG00000027433","5'-3' exoribonuclease 2"
"1937","1417950_a_at","Apoa2","11807","ENSMUSG00000005681","apolipoprotein A-II"
"1938","1448316_at","Cmtm3","68119","ENSMUSG00000031875","CKLF-like MARVEL transmembrane domain containing 3"
"1939","1426235_a_at","Glul","14645","ENSMUSG00000026473","glutamate-ammonia ligase"
"1940","1424927_at","Glipr1","73690","ENSMUSG00000056888","GLI pathogenesis related 1"
"1941","1424194_at","Rcsd1","226594","ENSMUSG00000040723","RCSD domain containing 1"
"1942","1427631_x_at","Mup3","17842","ENSMUSG00000066154","major urinary protein 3"
"1943","1448680_at","Serpina1c","20702","ENSMUSG00000079015","serine (or cysteine) peptidase inhibitor, clade A, member 1C"
"1944","1442082_at","C3ar1","12267","ENSMUSG00000040552","complement component 3a receptor 1"
"1945","1428810_at","2700097O09Rik","72658","ENSMUSG00000062198","RIKEN cDNA 2700097O09 gene"
"1946","1415802_at","Slc16a1","20501","ENSMUSG00000032902","solute carrier family 16 (monocarboxylic acid transporters), member 1"
"1947","1418278_at","Apoc3","11814","ENSMUSG00000032081","apolipoprotein C-III"
"1948","1448026_at","Chd7","320790","ENSMUSG00000041235","chromodomain helicase DNA binding protein 7"
"1949","1426917_s_at","Scrn3","74616","ENSMUSG00000008226","secernin 3"
"1950","1417936_at","Ccl9","20308","ENSMUSG00000019122","C-C motif chemokine ligand 9"
"1951","1449326_x_at","Saa2","20209","ENSMUSG00000057465","serum amyloid A 2"
"1952","1418190_at","Pon1","18979","ENSMUSG00000002588","paraoxonase 1"
"1953","1416529_at","Emp1","13730","ENSMUSG00000030208","epithelial membrane protein 1"
"1954","1425260_at","Alb","11657","ENSMUSG00000029368","albumin"
"1955","1415994_at","Cyp2e1","13106","ENSMUSG00000025479","cytochrome P450, family 2, subfamily e, polypeptide 1"
"1956","1421946_at","Crp","12944","ENSMUSG00000037942","C-reactive protein, pentraxin-related"
"1957","1416316_at","Slc27a2","26458","ENSMUSG00000027359","solute carrier family 27 (fatty acid transporter), member 2"
"1958","1426225_at","Rbp4","19662","ENSMUSG00000024990","retinol binding protein 4, plasma"
"1959","1451161_a_at","Adgre1","13733","ENSMUSG00000004730","adhesion G protein-coupled receptor E1"
"1960","1426784_at","Trim47","217333","ENSMUSG00000020773","tripartite motif-containing 47"
"1961","1425023_at","Usp3","235441","ENSMUSG00000032376","ubiquitin specific peptidase 3"
"1962","1434817_s_at","Rprd2","75137","ENSMUSG00000028106","regulation of nuclear pre-mRNA domain containing 2"
"1963","1436555_at","Slc7a2","11988","ENSMUSG00000031596","solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
"1964","1416225_at","Adh1","11522","ENSMUSG00000074207","alcohol dehydrogenase 1 (class I)"
"1965","1423475_at","Cnnm2","94219","ENSMUSG00000064105","cyclin M2"
"1966","1418282_x_at","Serpina1b","20701","ENSMUSG00000071178","serine (or cysteine) preptidase inhibitor, clade A, member 1B"
"1967","1424713_at","Calml4","75600","ENSMUSG00000032246","calmodulin-like 4"
"1968","1436780_at","Ogt","108155","ENSMUSG00000034160","O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)"
"1969","1422603_at","Rnase4","58809","ENSMUSG00000021876","ribonuclease, RNase A family 4"
"1970","1451332_at","Zfp521","225207","ENSMUSG00000024420","zinc finger protein 521"
"1971","1451194_at","Aldob","230163","ENSMUSG00000028307","aldolase B, fructose-bisphosphate"
"1972","1449394_at","Slco1b2","28253","ENSMUSG00000030236","solute carrier organic anion transporter family, member 1b2"
"1973","1430131_at","Cr1l","12946","ENSMUSG00000016481","complement C3b/C4b receptor 1 like"
"1974","1418113_at","Cyp2d10","13101","ENSMUSG00000094806","cytochrome P450, family 2, subfamily d, polypeptide 10"
"1975","1416729_at","Plg","18815","ENSMUSG00000059481","plasminogen"
"1976","1425546_a_at","Trf","22041","ENSMUSG00000032554","transferrin"
"1977","1448683_at","Cyp2d26","76279","ENSMUSG00000022445","cytochrome P450, family 2, subfamily d, polypeptide 26"
"1978","1448723_at","Rdh7","54150","ENSMUSG00000040134","retinol dehydrogenase 7"
"1979","1428005_at","Mtarc1","66112","ENSMUSG00000026621","mitochondrial amidoxime reducing component 1"
"1980","1448764_a_at","Fabp1","14080","ENSMUSG00000054422","fatty acid binding protein 1, liver"
"1981","1448943_at","Nrp1","18186","ENSMUSG00000025810","neuropilin 1"
"1982","1428012_at","C8a","230558","ENSMUSG00000035031","complement component 8, alpha polypeptide"
"1983","1431808_a_at","Itih4","16427","ENSMUSG00000021922","inter alpha-trypsin inhibitor, heavy chain 4"
"1984","1452787_a_at","Prmt1","15469","ENSMUSG00000109324","protein arginine N-methyltransferase 1"
"1985","1426642_at","Fn1","14268","ENSMUSG00000026193","fibronectin 1"
"1986","1419093_at","Tdo2","56720","ENSMUSG00000028011","tryptophan 2,3-dioxygenase"
"1987","1417776_at","Azgp1","12007","ENSMUSG00000037053","alpha-2-glycoprotein 1, zinc"
"1988","1420484_a_at","Vtn","22370","ENSMUSG00000017344","vitronectin"
"1989","1419232_a_at","Apoa1","11806","ENSMUSG00000032083","apolipoprotein A-I"
"1990","1425005_at","Klrc1","16641","ENSMUSG00000030167","killer cell lectin-like receptor subfamily C, member 1"
"1991","1419196_at","Hamp","84506","ENSMUSG00000050440","hepcidin antimicrobial peptide"
"1992","1423184_at","Itsn2","20403","ENSMUSG00000020640","intersectin 2"
"1993","1448470_at","Fbp1","14121","ENSMUSG00000069805","fructose bisphosphatase 1"
"1994","1422089_at","Ncr1","17086","ENSMUSG00000062524","natural cytotoxicity triggering receptor 1"
"1995","1416625_at","Serping1","12258","ENSMUSG00000023224","serine (or cysteine) peptidase inhibitor, clade G, member 1"
"1996","1449242_s_at","Hrg","94175","ENSMUSG00000022877","histidine-rich glycoprotein"
"1997","1448842_at","Cdo1","12583","ENSMUSG00000033022","cysteine dioxygenase 1, cytosolic"
"1998","1453047_at","Tspo2","70026","ENSMUSG00000023995","translocator protein 2"
"1999","1416168_at","Serpinf1","20317","ENSMUSG00000000753","serine (or cysteine) peptidase inhibitor, clade F, member 1"
"2000","1417995_at","Ptpn22","19260","ENSMUSG00000027843","protein tyrosine phosphatase, non-receptor type 22 (lymphoid)"
"2001","1437726_x_at","C1qb","12260","ENSMUSG00000036905","complement component 1, q subcomponent, beta polypeptide"
"2002","1426547_at","Gc","14473","ENSMUSG00000035540","vitamin D binding protein"
"2003","1455393_at","Cp","12870","ENSMUSG00000003617","ceruloplasmin"
"2004","1417071_s_at","Cyp4v3","102294","ENSMUSG00000079057","cytochrome P450, family 4, subfamily v, polypeptide 3"
"2005","1418897_at","F2","14061","ENSMUSG00000027249","coagulation factor II"
"2006","1440927_x_at","Apol11b","328563","ENSMUSG00000091694","apolipoprotein L 11b"
"2007","1419100_at","Serpina3n","20716","ENSMUSG00000021091","serine (or cysteine) peptidase inhibitor, clade A, member 3N"
